latitude,longitude,rwi,error
4.6859294,100.7116699,0.079,0.555
4.7078283,103.4143066,0.692,0.563
2.6687122,114.8181152,-0.659,0.447
3.2611771,101.5905762,0.022,0.571
1.6806671,103.5241699,0.712,0.569
5.2331870,100.5578613,0.221,0.566
5.9548266,116.3122559,-0.428,0.515
4.2916356,101.5026855,-0.087,0.501
4.6640299,114.9719238,0.073,0.524
5.9985331,117.3010254,-0.681,0.479
4.9924497,103.3044434,-0.392,0.532
5.6050520,100.8435059,0.467,0.548
5.5394455,102.4694824,-0.535,0.522
6.3698938,100.4260254,0.314,0.533
2.4272521,111.3684082,-0.059,0.503
6.5445599,116.8615723,0.139,0.558
1.3951258,104.2492676,0.284,0.544
3.8532931,102.4255371,-0.072,0.522
2.5370123,112.2473145,-0.259,0.549
4.6202287,118.1359863,-0.329,0.571
5.4300853,115.9167480,-0.216,0.475
3.0198411,114.0270996,-0.549,0.491
5.3207052,102.8430176,-0.304,0.528
5.8018269,117.0153809,-0.695,0.496
2.6687122,102.5354004,0.076,0.518
1.6806671,103.8317871,-0.316,0.550
2.1637921,102.4475098,0.318,0.491
4.5983271,101.0632324,1.396,0.500
4.2258996,100.5578613,0.223,0.547
5.1456567,102.9309082,0.037,0.513
5.9985331,117.9162598,0.018,0.559
2.9759559,102.0520020,0.234,0.546
4.3354564,117.8283691,0.256,0.557
5.7799663,118.0261230,0.401,0.576
3.7436712,102.2497559,-0.392,0.531
3.5682478,102.3376465,0.046,0.523
3.9848207,103.3483887,0.042,0.526
1.7904800,111.4782715,-0.798,0.564
1.1754546,111.3684082,-0.472,0.523
2.6906608,101.5686035,0.314,0.515
1.9661667,113.4338379,-0.208,0.425
2.1198775,111.8078613,-0.800,0.484
2.5589632,102.4914551,-0.055,0.487
6.1514779,100.6018066,0.158,0.542
3.1953637,101.4807129,0.743,0.568
4.4011829,118.2019043,-0.437,0.483
5.1894234,116.2683105,-0.966,0.468
4.2258996,100.6457520,0.928,0.558
2.7126091,102.2717285,0.567,0.512
5.4957038,117.2790527,-0.992,0.495
1.9442068,103.4802246,-0.216,0.549
6.9591440,117.1032715,-0.704,0.462
5.0800010,102.9528809,0.175,0.532
3.3708564,102.9528809,0.684,0.567
1.9442068,111.1926270,0.064,0.530
5.6487856,102.6452637,-0.333,0.533
5.9111167,102.4035645,-0.331,0.548
4.0505767,113.8952637,-0.583,0.503
4.2697242,117.8942871,0.845,0.537
1.5269188,110.3576660,1.272,0.505
3.8971380,102.3156738,-0.301,0.566
1.3511931,110.0720215,-0.198,0.551
1.5269188,111.3684082,-0.051,0.529
5.0581143,100.6237793,-0.287,0.522
5.9329721,102.4694824,0.242,0.493
3.2611771,101.7224121,0.848,0.548
2.0759616,112.1813965,-0.430,0.470
4.0067400,113.8952637,-0.326,0.525
4.3573658,118.2678223,-0.651,0.523
5.8236865,102.2497559,0.266,0.544
3.3269861,101.2829590,-0.306,0.540
3.7217452,114.2687988,-0.408,0.528
5.1237722,115.6091309,0.225,0.509
6.6318701,116.6198730,0.175,0.561
6.2170122,100.2502441,0.312,0.536
3.5243866,103.1726074,-0.127,0.522
1.5928123,103.8757324,0.513,0.550
3.0856655,101.3708496,0.925,0.557
6.7846256,116.7297363,-0.467,0.541
1.4829887,103.3923340,1.161,0.578
6.1296313,100.3381348,0.975,0.516
2.9320690,101.5466309,0.884,0.545
3.3050503,101.3708496,0.080,0.507
1.2852926,110.3576660,-0.159,0.510
5.5394455,117.9821777,-0.683,0.472
5.6487856,100.6677246,-0.061,0.547
3.5463174,113.3459473,0.316,0.545
2.6248138,112.3132324,-0.348,0.506
3.7436712,103.1945801,1.153,0.555
5.4300853,118.6633301,-0.348,0.550
6.8718928,116.7297363,-0.284,0.562
4.9048867,103.1945801,0.932,0.544
5.0800010,118.5754395,-0.757,0.534
5.7143797,115.9606934,0.408,0.539
6.2170122,100.6237793,0.071,0.541
1.2633253,110.8850098,-0.468,0.512
3.6559638,101.9860840,-0.241,0.498
3.9629009,103.0407715,0.150,0.521
3.0856655,112.9724121,0.075,0.505
3.7217452,102.0300293,-0.378,0.528
4.5326183,102.5793457,-0.194,0.520
2.6687122,114.2907715,0.654,0.555
5.9548266,102.4475098,0.893,0.542
1.1095498,111.2365723,0.195,0.492
6.2606973,116.3781738,-0.406,0.513
5.4519589,116.9274902,-0.584,0.542
2.8223442,112.1813965,-0.310,0.537
4.8392069,101.6125488,-0.813,0.489
1.3731595,110.6213379,-0.320,0.572
4.7078283,114.8181152,0.734,0.526
1.3951258,110.2917480,0.183,0.532
5.3644596,103.0187988,-0.697,0.550
5.2113056,118.3996582,-0.144,0.555
5.1237722,118.9709473,0.169,0.490
4.9267785,100.6457520,0.765,0.534
5.2550677,119.1467285,-0.252,0.586
2.7345569,111.5002441,-0.463,0.461
3.9629009,101.2829590,-0.041,0.523
5.1675404,100.5139160,0.961,0.524
5.7581050,117.5207520,-0.619,0.536
5.9329721,100.7775879,-0.021,0.497
5.1237722,116.3781738,0.065,0.578
3.7875216,103.1945801,0.095,0.550
1.1315182,110.6213379,0.671,0.599
2.8003980,101.6784668,0.680,0.541
4.9486696,115.9167480,0.605,0.523
2.6028640,112.5769043,-0.074,0.507
4.8611009,116.2683105,0.108,0.506
4.4011829,100.6237793,0.290,0.489
3.6559638,100.9753418,0.098,0.544
4.2258996,100.9313965,0.093,0.539
1.6806671,109.8522949,0.491,0.565
1.9222467,113.7854004,-0.528,0.407
2.4492049,111.5222168,-0.773,0.544
6.2825384,117.3229980,-0.124,0.540
4.2697242,103.3923340,-0.018,0.513
5.3863356,102.0739746,-0.020,0.568
1.7685179,109.8303223,-0.449,0.516
5.0581143,102.9968262,-0.237,0.532
6.0422360,102.2717285,0.471,0.558
3.2173020,101.7883301,0.604,0.572
3.9629009,114.0051270,-0.767,0.493
2.6248138,102.5793457,-0.059,0.547
2.0759616,102.5134277,-0.190,0.516
3.7217452,101.0412598,0.081,0.512
5.7362428,117.2790527,-0.568,0.472
5.5613152,100.8654785,-0.231,0.539
4.3135463,100.7775879,-0.490,0.514
4.4449973,101.0412598,0.513,0.543
3.8532931,113.7194824,0.240,0.543
2.3174830,102.5134277,0.146,0.526
2.6248138,101.8762207,0.372,0.564
5.4300853,102.2497559,0.367,0.523
2.9320690,101.4587402,0.982,0.553
4.9048867,100.7116699,0.951,0.571
4.5545219,114.0490723,0.618,0.559
1.7904800,111.3464355,0.062,0.505
3.9629009,100.9973145,0.445,0.513
3.8752158,103.2604980,1.227,0.551
4.3135463,100.6677246,0.214,0.552
4.7516240,103.2165527,-0.869,0.551
5.6925158,100.8435059,0.677,0.542
1.4610233,103.7219238,0.112,0.570
1.9222467,103.1945801,0.521,0.530
4.5326183,101.4147949,0.322,0.553
1.4390576,110.2917480,-0.017,0.520
4.8392069,115.4553223,-0.124,0.510
4.6640299,117.7185059,-0.835,0.420
5.5613152,117.6965332,-0.913,0.481
4.8173122,100.8874512,0.147,0.521
5.9548266,101.9641113,0.498,0.529
1.8124418,111.5441895,-0.590,0.438
3.7655967,102.6232910,-0.090,0.556
2.1418349,111.7199707,0.202,0.478
5.2113056,103.0627441,0.179,0.547
5.8236865,116.0705566,0.708,0.549
1.1534865,111.0388184,-0.450,0.470
2.9759559,101.6125488,0.864,0.504
5.7143797,100.7775879,-0.269,0.514
6.0422360,117.3229980,-0.692,0.532
1.5708481,103.3703613,0.203,0.524
5.3207052,102.1179199,0.101,0.528
2.3174830,102.0739746,0.765,0.554
5.8892605,102.1838379,0.287,0.523
1.6147764,103.3703613,0.157,0.590
4.5545219,118.2238770,-0.442,0.459
0.9557662,110.6652832,-0.166,0.536
2.0320445,112.6647949,-0.246,0.509
6.1077838,116.1584473,1.055,0.563
4.0505767,113.8073730,0.183,0.511
1.9002862,114.2468262,-0.544,0.411
2.2516175,111.8078613,0.428,0.528
1.7685179,112.5988770,-0.394,0.462
1.3731595,111.5441895,0.343,0.536
2.1418349,103.0407715,0.606,0.500
1.5049538,103.4362793,0.630,0.526
5.0581143,100.5578613,-0.342,0.541
5.0800010,100.5578613,0.093,0.540
5.4738318,116.2243652,-0.334,0.521
1.4390576,103.9416504,0.777,0.563
1.5269188,109.8303223,0.227,0.528
2.9101249,114.3347168,-0.666,0.525
3.3050503,101.5246582,0.865,0.543
6.2388552,116.4221191,-0.124,0.559
5.9766803,116.4880371,0.110,0.555
6.4135660,117.6965332,0.599,0.559
2.1418349,111.9836426,0.319,0.520
2.4492049,112.2692871,-0.248,0.487
2.9101249,112.1154785,0.659,0.525
5.6269192,100.7995605,0.228,0.544
3.4366581,101.4587402,0.955,0.528
6.1077838,100.4040527,0.625,0.568
4.1382430,113.9831543,0.012,0.545
6.0422360,100.4260254,0.294,0.520
4.8611009,101.8103027,0.278,0.541
6.6536952,116.9714355,-0.471,0.532
3.7217452,103.0847168,0.311,0.544
5.2769476,103.0627441,0.406,0.548
2.0759616,104.0075684,0.307,0.514
1.2633253,111.6320801,-0.396,0.473
5.1018870,115.9606934,0.091,0.523
1.9661667,113.5656738,-0.377,0.434
4.0067400,101.2829590,-0.050,0.513
1.8563646,111.9396973,-0.396,0.523
3.7436712,102.0300293,-0.206,0.504
5.0800010,118.2678223,0.190,0.526
5.9985331,100.7116699,0.250,0.563
3.9629009,100.7336426,-0.417,0.499
1.1974226,110.9069824,-0.276,0.551
3.3708564,113.5656738,-0.163,0.506
5.0581143,119.0148926,-0.030,0.507
5.8018269,100.6237793,0.788,0.552
6.4790672,116.7297363,-0.191,0.566
6.1077838,116.3562012,0.108,0.503
1.9661667,113.3898926,-0.265,0.411
2.4272521,103.8317871,1.242,0.527
2.0320445,113.2360840,-0.365,0.426
2.6028640,102.1838379,0.445,0.496
4.8173122,115.3894043,-0.482,0.491
3.0417830,113.3679199,-0.566,0.446
5.0143386,100.8215332,0.177,0.551
6.5008990,116.5539551,0.379,0.524
5.8674033,118.1140137,1.279,0.515
6.2388552,100.4699707,0.394,0.540
5.3863356,100.7116699,-0.276,0.520
3.0856655,114.5324707,-0.585,0.448
5.6706511,117.2131348,-0.533,0.529
2.2955282,102.1838379,1.029,0.541
3.8971380,101.9641113,-0.148,0.518
2.8223442,101.7004395,0.946,0.566
2.4492049,102.9528809,-0.447,0.520
3.9848207,102.5793457,-0.402,0.493
5.6487856,117.3889160,-0.522,0.471
1.6367402,103.3703613,0.303,0.500
4.9924497,100.7775879,-0.146,0.509
2.0320445,103.4362793,-0.266,0.525
2.4711573,102.8210449,0.383,0.515
2.0979197,111.4343262,-0.302,0.512
3.7436712,113.8513184,0.091,0.587
5.7799663,117.9382324,-0.452,0.517
1.1754546,111.8078613,-0.233,0.502
5.8674033,117.8503418,-0.599,0.491
1.5928123,110.3796387,0.423,0.546
4.0724942,103.2824707,-0.138,0.479
5.9111167,117.3889160,-0.607,0.581
3.6121068,102.3376465,-0.447,0.512
6.6755194,116.7297363,-0.361,0.498
2.0320445,111.1926270,0.179,0.572
6.0640861,102.1618652,0.849,0.559
3.5243866,103.3483887,-0.099,0.524
5.8236865,102.0300293,-0.206,0.519
1.1534865,111.6760254,-0.641,0.514
5.8236865,100.6237793,0.213,0.552
2.1857489,103.2824707,0.283,0.567
3.5682478,113.7194824,-0.561,0.500
6.3698938,100.6896973,0.059,0.505
5.6925158,102.5134277,0.125,0.529
2.6687122,101.9860840,0.901,0.545
2.2735730,111.8078613,-0.015,0.527
3.0417830,101.3928223,1.020,0.556
2.5809138,102.5573730,0.160,0.514
4.7735207,103.3703613,-0.019,0.530
2.2077054,111.9616699,-0.575,0.501
5.1456567,119.0808105,-0.534,0.521
5.3425828,102.9528809,-0.014,0.530
4.0286586,100.7995605,0.008,0.516
3.8313699,114.1149902,-0.353,0.509
5.6050520,100.5798340,0.540,0.537
3.1514858,101.3488770,0.260,0.531
5.6706511,118.2238770,-0.802,0.464
3.1514858,101.5905762,0.794,0.508
5.1018870,100.5139160,-0.241,0.536
2.5370123,102.1838379,-0.462,0.536
1.3731595,110.0939941,0.088,0.506
5.7581050,100.3601074,0.367,0.523
3.9409805,101.7883301,-0.505,0.504
3.0417830,102.2717285,-0.265,0.527
5.2113056,119.1467285,-0.175,0.585
4.9267785,102.4475098,0.257,0.574
3.2392398,101.5905762,0.007,0.583
3.2611771,101.4807129,0.157,0.513
5.9766803,101.9860840,-0.299,0.543
2.7784514,114.4445801,0.071,0.517
4.3792747,114.0710449,-0.182,0.514
4.7954168,118.1799316,-0.470,0.446
2.7784514,111.9396973,0.166,0.546
2.3833455,103.6999512,-0.304,0.529
6.8500775,116.7517090,-0.105,0.513
5.8892605,117.6965332,-0.418,0.502
3.8971380,113.7414551,-0.024,0.506
1.9881263,102.6232910,-0.084,0.527
1.5488836,111.4343262,-0.232,0.554
6.4354006,100.1623535,1.045,0.537
5.7799663,116.0485840,-0.235,0.541
5.1675404,102.2937012,-0.378,0.467
6.2606973,117.1032715,-0.877,0.423
6.0422360,117.1032715,-0.461,0.434
3.7875216,102.5134277,0.136,0.554
0.9777357,110.5993652,-0.109,0.525
5.7581050,116.1145020,-0.743,0.584
3.4805234,102.4035645,0.699,0.532
3.1295462,102.2497559,-0.238,0.550
6.3698938,117.3449707,-0.273,0.439
3.0198411,112.8186035,-0.490,0.489
1.5928123,103.8098145,0.906,0.559
5.5394455,100.3820801,0.954,0.562
5.3863356,100.5798340,0.781,0.570
5.4082108,116.9055176,-0.471,0.456
5.4957038,102.7770996,-0.044,0.534
3.5901776,113.7634277,-0.767,0.519
4.3792747,101.2170410,0.285,0.488
6.3917304,100.3381348,0.479,0.552
5.2988268,118.0041504,0.196,0.508
4.6421296,101.4147949,-0.540,0.498
4.5545219,118.2678223,-0.866,0.461
2.9759559,101.3269043,0.851,0.558
3.6121068,113.4118652,-0.309,0.504
1.6367402,111.5441895,-0.674,0.455
5.2769476,118.0261230,-0.033,0.504
5.5613152,117.2790527,-0.515,0.561
4.6640299,114.9938965,0.057,0.492
4.1163273,114.4445801,-0.512,0.462
5.3863356,116.9714355,-0.218,0.540
1.1974226,110.5114746,-0.243,0.537
1.5269188,110.8190918,-0.520,0.487
2.2516175,102.4255371,0.330,0.531
5.9766803,117.9602051,-0.253,0.530
5.2988268,116.1804199,-0.022,0.519
5.1675404,119.2346191,-0.182,0.563
4.2697242,100.6237793,0.538,0.544
2.2296616,102.2937012,0.935,0.564
4.5983271,118.1579590,-0.545,0.514
3.7217452,100.9533691,-0.146,0.504
2.8442900,101.6784668,1.123,0.522
2.8662354,112.1594238,0.191,0.557
5.7143797,101.0632324,0.013,0.510
5.3863356,115.3674316,-0.098,0.502
6.3043786,116.7517090,-0.510,0.564
5.6487856,115.9387207,0.388,0.542
5.8892605,102.0959473,-0.043,0.530
4.1382430,102.0300293,-0.565,0.494
5.1237722,116.3342285,-0.293,0.510
5.9329721,102.0520020,-0.105,0.517
3.7436712,101.9201660,0.302,0.523
1.0216743,110.6652832,-0.222,0.493
4.3354564,118.3117676,-0.092,0.490
1.7026302,103.1945801,0.034,0.534
5.3425828,116.3562012,0.297,0.625
3.2611771,101.7004395,0.927,0.558
4.8173122,117.1472168,-0.070,0.432
2.6248138,111.4123535,0.059,0.480
1.0875811,110.9948730,-0.312,0.468
1.1095498,111.0827637,-0.654,0.457
2.4492049,111.9396973,-0.281,0.528
2.3394375,103.4143066,-0.479,0.490
3.7875216,102.4255371,-0.042,0.553
6.1951683,102.2937012,-0.740,0.530
5.4738318,118.4655762,-0.526,0.515
7.2425974,117.2131348,-0.761,0.525
4.2478122,102.4035645,-0.555,0.508
5.4300853,103.0847168,0.443,0.533
4.5107140,113.9831543,0.057,0.515
6.1514779,116.3781738,-0.343,0.498
6.4572344,116.5100098,0.254,0.522
5.6269192,117.1032715,0.836,0.519
3.1076060,114.2248535,-0.470,0.405
3.1076060,113.3459473,-0.576,0.415
1.5488836,110.6652832,0.382,0.550
2.7126091,112.5988770,-0.131,0.495
3.6559638,101.8322754,-0.468,0.509
6.2825384,100.6457520,0.284,0.548
4.2697242,100.6457520,0.198,0.551
5.3644596,116.1364746,0.735,0.538
3.8532931,113.8513184,0.191,0.505
3.6559638,113.4558105,-0.432,0.487
4.5545219,114.0270996,0.183,0.604
5.2769476,102.9309082,-0.378,0.513
2.1418349,111.9616699,-0.024,0.514
3.8971380,102.4475098,-0.089,0.530
1.9002862,102.7111816,-0.173,0.533
4.2478122,100.6237793,0.362,0.536
1.5269188,103.8977051,0.637,0.576
5.2988268,117.9821777,-0.359,0.550
1.0875811,110.6433105,-0.272,0.488
3.0637244,112.8625488,-0.332,0.499
3.1953637,114.5983887,-0.390,0.418
6.2388552,116.5319824,0.077,0.539
4.8173122,100.9094238,0.090,0.533
1.5488836,103.9416504,-0.124,0.503
6.3262180,100.5798340,0.389,0.568
4.7954168,100.7116699,0.903,0.529
1.4390576,103.4802246,-0.011,0.503
4.5764249,116.4660645,-0.903,0.483
6.3917304,116.9055176,-0.666,0.417
5.5613152,118.1799316,-0.795,0.508
2.3174830,102.2277832,0.346,0.536
4.5107140,103.4362793,0.757,0.564
4.7735207,103.4143066,0.889,0.524
1.8124418,103.9636230,0.425,0.512
1.7245930,103.2385254,0.106,0.524
3.9190595,114.2687988,0.017,0.502
3.9190595,103.1066895,0.403,0.531
2.3174830,111.8957520,0.472,0.549
6.0203850,116.3781738,-0.393,0.488
2.5809138,101.9421387,-0.156,0.545
6.3262180,100.2722168,-0.025,0.550
1.9222467,111.8737793,-0.594,0.495
2.9101249,102.6452637,0.031,0.463
3.8313699,114.4665527,-0.155,0.537
4.1820725,101.1511230,0.253,0.551
6.2388552,116.4440918,0.308,0.536
3.8313699,101.9201660,-0.190,0.518
2.0320445,111.4562988,-0.021,0.503
4.4449973,114.9060059,-0.970,0.491
4.0067400,101.3708496,0.110,0.531
3.0198411,114.0930176,-0.321,0.484
5.1894234,116.2463379,-1.027,0.488
3.9629009,113.7634277,0.446,0.496
5.3863356,117.6525879,-0.691,0.509
2.9759559,102.5354004,-0.731,0.509
4.2478122,100.6018066,0.258,0.538
4.4888091,100.9313965,-0.102,0.529
1.5488836,110.4016113,0.628,0.562
4.9486696,115.8728027,-0.595,0.477
1.6147764,111.1706543,-0.198,0.471
2.8442900,112.1813965,-0.131,0.567
5.4300853,101.2170410,0.466,0.556
4.2478122,118.0700684,-0.029,0.534
4.7297265,117.4768066,-0.537,0.458
1.6147764,103.8317871,0.457,0.540
6.1514779,102.2717285,1.028,0.564
4.4888091,118.4436035,0.188,0.563
5.6706511,101.0192871,0.006,0.515
4.3573658,101.3488770,0.246,0.482
4.4011829,101.4367676,0.589,0.530
4.3792747,100.6896973,0.672,0.557
3.3050503,101.3488770,0.575,0.488
6.7409861,116.6857910,-0.632,0.479
6.7628064,116.6638184,0.106,0.542
3.1076060,101.8542480,0.060,0.539
5.4300853,117.9382324,0.480,0.513
2.2955282,102.3376465,0.257,0.507
3.7436712,102.0080566,-0.420,0.501
2.1637921,112.0935059,0.301,0.568
2.6028640,101.8762207,0.201,0.552
2.4492049,102.2497559,0.138,0.518
5.8018269,101.8981934,0.186,0.516
3.0637244,101.4587402,1.223,0.504
4.3135463,117.3449707,-0.481,0.465
3.8752158,101.4807129,-0.346,0.498
3.1076060,115.1257324,-0.512,0.492
2.0540032,102.6672363,0.367,0.572
3.0637244,112.7526855,0.038,0.489
2.6467632,114.3566895,0.212,0.492
5.1456567,119.2126465,-0.303,0.518
2.7126091,113.7634277,-0.156,0.525
5.7581050,117.4108887,-0.095,0.601
2.5809138,111.6101074,-0.025,0.550
4.4888091,118.5314941,0.173,0.571
1.5708481,103.7658691,1.189,0.565
1.6587038,112.7087402,-0.656,0.426
4.1820725,100.7116699,0.181,0.545
2.5150610,102.0080566,0.110,0.524
2.3174830,112.0275879,-0.160,0.505
5.7143797,116.0046387,-0.239,0.508
3.0856655,102.9748535,-0.378,0.562
3.5682478,101.9421387,0.542,0.477
4.5983271,118.2019043,0.110,0.549
4.1820725,101.9860840,-0.017,0.505
6.4572344,117.3449707,-0.338,0.506
2.0540032,102.8649902,-0.425,0.538
5.7143797,101.0852051,0.382,0.506
2.1637921,102.5573730,0.090,0.543
5.2769476,100.6677246,0.106,0.521
4.5764249,118.4216309,-0.025,0.451
5.5175751,102.5354004,-0.046,0.551
5.0800010,119.0808105,0.262,0.570
1.1315182,110.7531738,0.106,0.541
2.4272521,112.1813965,-0.651,0.527
5.3207052,101.0852051,0.006,0.546
5.8892605,116.0266113,0.297,0.558
2.3613917,111.5661621,-0.449,0.485
4.8173122,100.8435059,0.281,0.545
1.6806671,104.0295410,0.474,0.557
4.4669035,101.9641113,-0.440,0.533
5.7799663,102.0520020,-0.234,0.534
2.0979197,111.6979980,0.212,0.489
6.3698938,117.3669434,-0.386,0.622
4.4669035,117.3669434,-0.303,0.572
1.5708481,103.9855957,-0.201,0.545
1.2852926,110.2478027,-0.358,0.468
5.1675404,102.9748535,-0.604,0.513
5.9111167,116.7956543,-0.245,0.479
5.3644596,102.9968262,-0.700,0.558
2.9101249,101.6564941,0.912,0.558
3.6998186,101.8542480,0.044,0.547
3.0198411,101.7224121,1.405,0.497
5.9329721,116.0485840,0.813,0.543
4.9924497,115.6750488,-0.371,0.442
6.1733235,116.7736816,-0.288,0.493
2.7126091,112.3571777,-0.399,0.500
2.0100856,112.8625488,-0.173,0.482
5.1456567,100.8435059,0.163,0.540
5.7581050,118.2238770,-0.617,0.578
1.9442068,102.6232910,0.375,0.518
1.3731595,104.1174316,0.716,0.629
1.5049538,103.3703613,0.489,0.535
2.0100856,102.5793457,0.360,0.539
4.6859294,102.0080566,0.304,0.537
1.3731595,111.6979980,-0.952,0.467
2.9978987,102.2277832,0.144,0.522
5.0362268,103.3044434,0.988,0.517
3.0637244,112.9504395,0.100,0.483
3.4805234,102.0959473,0.019,0.509
2.2296616,113.1481934,-0.893,0.411
3.0637244,101.4147949,1.040,0.504
2.0100856,112.2692871,-0.615,0.436
3.5682478,113.4997559,-0.084,0.548
4.7516240,100.7775879,0.449,0.512
2.6687122,101.7663574,0.443,0.519
5.0581143,100.9533691,0.424,0.537
5.4082108,100.1843262,-0.131,0.460
1.2413579,110.3137207,-0.083,0.591
5.4957038,100.4699707,0.709,0.550
5.4519589,117.7844238,-0.939,0.493
5.5175751,115.5212402,0.138,0.505
2.8223442,101.4587402,0.775,0.574
4.5764249,103.4362793,0.821,0.557
5.5831840,102.7990723,0.095,0.502
6.8500775,116.7956543,-0.775,0.494
2.3174830,102.2937012,1.205,0.521
5.4300853,102.0520020,-0.138,0.484
3.5463174,103.3483887,0.192,0.538
2.9978987,114.9719238,-0.497,0.456
2.3833455,111.8737793,0.277,0.588
5.7143797,116.8615723,-0.111,0.515
4.6640299,101.1511230,1.133,0.561
5.2769476,116.2683105,-0.515,0.460
6.5882169,116.5539551,0.339,0.577
3.3927908,101.8762207,0.537,0.467
3.9409805,103.1066895,-0.395,0.522
4.2916356,101.0412598,-0.170,0.530
3.9190595,103.2385254,0.453,0.517
5.3425828,116.1804199,1.090,0.564
6.1077838,116.7517090,-0.297,0.527
5.3207052,102.2497559,-0.201,0.548
3.5024552,102.3376465,0.790,0.513
6.5008990,116.5100098,0.080,0.546
1.2852926,111.1706543,-0.493,0.453
2.2955282,111.8078613,0.783,0.548
5.1018870,100.6018066,-0.006,0.515
3.1514858,113.6975098,0.597,0.534
5.2331870,119.1027832,-0.464,0.509
2.8881803,102.8869629,0.357,0.539
3.8313699,101.1730957,0.356,0.597
4.5545219,118.1579590,-0.585,0.572
4.7516240,118.0700684,-0.303,0.513
6.7846256,116.7736816,-0.634,0.575
3.2173020,101.6784668,1.433,0.500
5.0362268,118.9270020,-0.255,0.493
3.1295462,101.6345215,1.064,0.577
4.1601581,103.1506348,-0.243,0.564
2.9540126,101.7004395,1.117,0.545
2.9978987,102.9528809,-0.167,0.498
5.5175751,100.5798340,0.182,0.527
6.1514779,116.8615723,-0.021,0.550
5.5394455,118.1579590,-0.886,0.470
5.0800010,100.4919434,0.903,0.549
5.0800010,100.7995605,-0.472,0.486
2.3833455,102.4694824,0.049,0.545
1.6147764,104.2492676,0.472,0.549
5.5175751,102.8869629,-0.103,0.514
6.6755194,116.6198730,0.271,0.565
4.2697242,114.2248535,-0.182,0.487
1.5269188,103.6120605,1.018,0.563
2.3394375,102.3596191,0.145,0.514
5.5613152,116.9494629,-0.748,0.495
3.3927908,101.2390137,0.352,0.510
4.7954168,101.9421387,0.108,0.553
2.9540126,102.0959473,0.197,0.530
3.7436712,100.9753418,0.452,0.530
5.0800010,118.9050293,-0.660,0.526
1.4610233,103.5681152,0.774,0.556
3.7436712,113.8732910,-0.341,0.580
3.8532931,102.4914551,0.244,0.551
1.1974226,110.4016113,0.179,0.546
2.9320690,101.7883301,0.881,0.568
4.3573658,100.8874512,0.132,0.547
5.7581050,101.9201660,-0.336,0.562
5.8018269,116.1804199,-0.685,0.510
5.7799663,102.2277832,0.618,0.561
4.4888091,117.6086426,-0.168,0.535
2.0320445,102.9968262,0.189,0.489
6.7846256,117.0812988,-0.517,0.530
4.0944111,101.2609863,0.376,0.519
5.0800010,100.8654785,-0.337,0.504
3.6998186,103.1066895,0.104,0.550
4.8392069,101.9860840,0.601,0.569
1.5928123,109.8522949,-0.522,0.552
1.3511931,104.1394043,0.676,0.536
5.1237722,102.9528809,-0.311,0.518
5.7581050,102.3156738,0.148,0.501
1.5928123,111.3024902,-0.113,0.549
5.8018269,102.1618652,0.764,0.552
4.8611009,116.4880371,-0.174,0.510
1.0656124,110.9948730,-0.123,0.489
6.1296313,100.4479980,0.607,0.544
